photoid,privacy
49982587397,0
34003847288,0
51216519858,0
51033852708,0
51157997572,0
51158653976,0
50903022083,0
50756447218,0
50712564222,0
50499802867,0
50499601041,0
50439456483,0
50314308962,0
50080926423,0
50149733482,0
50080935703,0
50021119111,0
51034570636,0
9818706974,0
51220575716,0
50170566962,0
49772445762,0
49460643493,1
46130118265,0
50952165128,0
51074512678,0
25040104027,0
25882572920,0
50602943208,0
15571910765,0
50720977912,0
49591674173,0
32495578733,0
26174802602,0
20607040368,0
51078820172,0
50313488087,0
50244075083,0
50012842378,0
51119644432,0
50726807867,1
50722114056,0
50670567373,0
50102402288,0
32983338534,0
50327707642,0
50266861371,0
49902682798,0
48087169946,0
49988203593,1
49552627063,1
50644552866,0
51092529497,0
50012105472,0
48764354536,0
50892491648,0
51048008763,0
50559601428,1
50945096066,0
48977087557,0
51126932141,0
50572670801,0
50364044132,0
49851615152,0
49356881267,0
48774575727,0
47845998711,0
51163820449,0
51141258466,0
50887954247,0
51013142621,0
49345286162,0
45975600242,1
50958254158,0
51111279224,0
50441251438,1
50279691811,0
50083485257,0
50067630953,0
50068416717,0
50067938336,1
49754365762,0
49518662936,0
49332051813,0
48825281488,0
49567713832,1
51130450174,0
51145059717,0
46791449071,1
48872208718,0
15535454480,0
12686028773,0
50827273287,0
49825303946,0
48624649712,0
49949342186,0
49919119893,1
51033364911,0
50294363428,0
47939123996,0
50777926818,0
49582225726,0
14216185757,0
51188048184,0
50869840647,0
50769580373,0
50299258917,0
49836159042,0
50041875716,0
49091196767,0
48001626223,0
46635282865,0
51112148123,0
51048995736,0
50915709123,0
49840298487,0
49839985976,0
48069225628,1
48254146667,0
32665443777,0
51114501095,0
46769823101,0
50071804908,0
23855921670,0
49042435196,0
48206610431,0
48970198383,0
16610879716,1
50405549776,1
35213388136,0
51136656400,0
49933990268,0
51077038977,0
50450071592,0
50358488077,0
50552211077,1
50385441358,0
50317106176,0
50252386276,0
51176711096,0
51141492034,0
49929579032,0
49490311376,0
48576236312,0
49559484121,0
50304578691,0
50300828398,0
31198357427,0
50442651457,0
46922030442,0
44694040665,0
33929871973,0
32970656234,0
25664139195,0
16031949529,0
10690638054,0
12418224255,0
9927124005,0
50443815312,0
49562671803,0
49066071338,0
28619664712,0
51144768831,0
51111216552,0
50814101402,0
50469290021,0
50429860521,0
50198550543,0
49977289346,0
49866131742,0
48609241193,0
51161369542,0
51106246584,0
50926503578,0
50529210578,0
49328474161,0
42994796745,0
50218727316,0
50569717692,0
50678286872,0
51144455776,0
48785590033,0
50627427658,1
49313023217,0
18081272205,0
50744844258,0
50744133851,0
51101694721,0
51174323353,0
51140484151,0
51033280838,0
51013110777,0
50879117423,0
50969655456,0
50918005487,0
50836602751,0
50736552742,0
50559527637,0
50557323651,0
50352632588,0
49997995906,0
50004450737,0
50725637841,0
49640885256,0
49640866506,0
50141550243,0
49904156963,0
48796551561,0
40265781283,0
40978318781,0
32768229687,1
47585679352,0
46554354572,0
45396233834,0
29472906687,0
40477316931,0
38888532944,0
36344541764,0
35148434420,0
35368740926,0
34890369471,0
30367850203,0
28836205304,0
28897813125,1
26253482033,0
26432307632,0
26406918725,0
24188547162,0
20623101052,0
23897810910,0
23978286136,0
23556194920,0
23031295222,0
22994326065,1
20971250112,0
18536320373,1
16660393393,0
16349581554,0
14640691782,0
14608093996,0
14380125321,0
15277247319,0
15277246889,0
15335614845,0
15219709562,0
14973219546,0
14807375137,0
14449866039,0
14618492432,0
14101869909,0
14277577034,0
12682953315,0
11798674006,0
11625507813,0
11625187315,0
11625413253,0
11139575125,0
11117105465,0
10293117336,0
10042822394,0
10979632845,0
10303858646,0
9896368214,0
49251515047,0
49096737831,0
36753767973,0
51113182357,0
51009868988,0
50890600558,0
50845880656,0
50840359997,0
51210979107,0
51201962168,0
51100477715,0
51046926923,0
50790338686,0
50686546773,0
50434235593,0
50429571786,0
50685560238,0
50531690302,0
50233304891,0
50155636377,0
50084652006,1
50320425631,0
50177328192,0
50041121271,0
50023113942,0
49187161658,0
49900666536,0
49568297412,0
49653847553,0
49643682706,0
49590532501,0
49570140981,0
48899430992,0
49332328167,0
49303234463,0
48956012881,0
49165759336,0
49042674122,0
48787842447,0
48199771822,0
48052019921,0
48260358397,0
48090167638,0
48016724232,0
47961007232,0
50855858983,0
51047730686,0
50891281921,1
50762154892,0
51147115026,0
50764511457,0
51132405363,0
51163347159,0
50965755917,0
14903895316,0
50689230356,1
36117949656,0
50917960378,0
48624696752,0
40617769723,0
17444087621,0
51167039465,0
51041763603,0
50704940048,0
50252951588,1
48250559687,0
48117078202,0
51195058879,0
51184586367,0
50184622911,0
50937604197,1
49470548453,0
43358444641,0
38715072274,0
30757968941,0
16538041801,0
15319913749,0
50243905537,0
48057369517,0
48057241466,0
26772992312,0
50548240537,0
50019417971,0
50007462811,0
43506095152,0
32280797678,0
50899930892,0
48790975476,0
28228821701,0
51065843798,1
51052080927,1
30888184450,0
38288113442,1
23845262784,1
40682278711,1
13915837865,0
8397050426,0
49734211816,0
36840081113,0
25112977534,1
31148337114,0
42262694380,0
50082496576,1
9200952203,0
50369913878,1
6090081201,0
47601002842,0
14859071912,0
14758570643,0
24093863017,0
25911929585,0
51113394737,0
36616006902,1
23921700517,0
29407501332,0
44274125695,0
19897837066,0
18581987651,1
15797667105,0
11588879253,0
30318696051,0
6170070282,0
39610008082,0
28911650997,0
41648818952,0
50984523013,1
37362390840,0
22786727853,1
49585502541,0
27720400998,1
34904250454,1
39645760125,0
24942242675,1
8158636035,0
29358383108,0
50740989616,0
50627518747,0
48264327061,0
49204585282,0
29613602463,0
15647904441,0
19155284135,0
21244858743,1
32624992910,0
14021304618,0
22137375535,0
6455257753,0
27437694011,0
32274100885,0
47042061222,0
19894121226,0
48069134938,0
47951758507,0
23538371048,0
35161355112,0
35161352062,0
38707505791,0
28219272602,0
8152080643,0
6097161742,0
33596873930,0
50661665398,0
23000167001,0
35179655760,0
48868895093,0
46764768842,1
50613311006,0
49906663211,0
49620281217,0
49145603533,0
36697004196,0
41524421231,0
17837847982,0
35614761814,1
49791318966,0
47810527051,0
32866901527,0
39979360500,0
25322626118,0
25051000118,0
32151619921,0
30734328731,0
32686069485,0
29383856283,0
23652384926,0
28743761965,1
26492601002,0
26037674190,1
16794171943,0
16539871924,0
15623040234,0
15376551010,0
49858260683,0
49117857003,0
34648393603,0
15066383696,0
42027659455,0
42027651585,0
42929610951,0
33619312914,0
50309472036,0
40427620783,0
35454448805,0
45690386554,0
32538964116,0
16877461079,0
49615270212,0
33918476704,0
45856036634,0
17075214437,0
14807760300,0
40239570905,0
33707493873,1
14329783508,0
15863172069,1
34482768061,0
39672766224,0
51030179052,0
50832024213,0
36928773043,0
10798324736,0
45989045991,0
30467781680,0
20065068550,0
17887923060,0
17238207331,0
21154318213,0
33813655552,0
31883923748,0
27584842094,0
6271967492,0
49465318322,1
6858739752,0
26175687188,1
17010315722,0
26098525778,0
51165677529,0
51145453035,0
49918540052,0
49589215408,0
48687803213,0
30307648047,0
35734593361,0
29580234851,0
28309674090,0
16581390998,0
14111114975,0
6806533055,0
5802506258,0
50814477123,0
47952854362,0
30631520877,0
37003701092,0
38521751501,0
37021123016,0
34921891075,0
33086075066,0
28915046662,0
16946639540,0
14305827957,0
20046469344,0
17035010654,0
14771436483,0
8641534667,0
13982771297,0
8435682239,0
47574095721,0
49916936786,0
49505775648,0
36411311876,1
49610452992,0
50168147796,0
18986718863,0
31666243550,0
50340675183,0
33141455728,0
23952489817,0
36063726486,0
32608443736,0
45215410942,0
36098250004,0
50229858976,0
22503392034,0
50148826997,1
23953314167,0
22706724759,0
49982091827,0
32707867118,0
51085533732,1
51164778955,0
50348438872,0
36368993104,0
50975571183,0
50811328433,0
50713591898,1
50623006712,0
50360863692,0
49598216182,0
50034543231,0
49401130927,0
49264871012,0
50018076192,0
49749429838,0
49804938112,1
45233687651,0
43501602065,0
41856530985,0
51178113269,0
51098231878,0
50616587233,0
50522323037,0
50403177222,0
50212802233,0
49452567627,0
49441480307,0
49213861678,0
49132308018,0
49020175531,0
48797280146,0
48502897131,0
50901527481,0
51097648723,0
50703394226,0
50683841426,0
50587725633,0
50170637066,0
49204621438,0
50730170347,0
49024608373,0
48121209173,0
47941513942,0
48119188686,0
32795796077,0
33455413468,0
46307018175,0
44104176855,0
31579794288,0
31102961448,0
44564951591,0
42859355684,0
42251779065,0
50246734076,0
49692582901,0
49157961133,0
49128614168,0
49044837027,0
48131896557,0
50708389586,0
50020226801,0
49979746157,0
50913738416,0
49507471523,0
40957532824,1
50555675596,1
49379828181,0
49731296633,0
50951911853,0
50368886676,0
49615631496,0
49567614731,0
50372068058,0
50801350827,0
48601418151,0
50829615737,0
50100241988,0
49451022968,0
49878336477,0
50672938213,0
50913634567,1
49327256837,0
49685282166,0
49815652853,0
49627751183,1
49836887627,1
48667072781,0
50194798611,0
48537954947,0
51214422300,0
49573662056,1
48894273243,1
50663014131,0
50644192816,0
50862132901,0
51035102332,0
51127690718,0
51064087866,0
50685581931,0
50507511747,0
50244427576,0
51018851498,0
50282879292,0
49876454951,0
49504461861,0
48356025341,0
43854845470,0
39757442675,0
23916282517,1
37292202391,0
36018561183,1
35796861171,0
34083003926,0
34251831140,1
50228378316,0
50653669617,1
50385778823,0
49436307083,0
49652659046,0
50046882321,0
51009364878,0
49592796776,0
33045624380,0
27197212610,0
29181046801,0
50095938271,0
50737703472,0
49745400141,0
50713337013,1
49310132936,0
49505482566,0
51032749128,0
49704875671,0
49703592813,0
50901321238,0
50887649458,0
50792006422,0
49534058003,0
49978259333,0
49928363818,0
49412804272,0
48486312336,0
29925458798,0
50984222472,1
50823466167,0
50766790678,0
50706021887,0
50326718153,0
51022608542,0
49921026101,0
50021167323,0
49057530621,0
51175449394,1
51023715517,0
50642647158,0
51177062136,0
46921303602,0
33677439093,1
29487992226,0
51135255783,1
49970560378,0
50336220472,0
50236712911,0
50003298706,0
50036333093,0
49826892161,0
41850069204,0
49787264058,1
50613787802,0
49778035953,0
50663691836,0
48626462992,0
49197991061,0
47333060232,0
51172305109,0
50335268827,0
50342733163,0
50130140716,0
49753272757,0
49841254313,0
48823073018,0
48690095747,0
50823576793,0
51024883248,0
50040460236,0
50823909353,0
50204091957,0
49646866738,0
47938966907,0
46795415071,0
44890125922,0
46139019391,0
50879058541,0
50450421981,0
49846548316,0
51066524937,0
51161402444,0
51003907515,0
50952215363,0
50823277587,0
50502529951,0
50395005416,0
50280108652,0
50120111718,0
50208277092,0
50060355121,0
49796135876,0
51179568157,0
51194413837,0
50622264163,0
50304548766,0
49961670506,0
49911479553,0
49804730797,0
49576887092,0
33848272968,0
51184245361,0
51097239390,0
51016346595,0
51070703117,1
50991734833,1
50345240151,1
50336410286,1
50307623632,0
51110696279,0
51170293300,0
40288723314,0
32581921756,0
32568227906,0
27137203245,0
26994236791,0
49571264676,0
49428093098,0
49771776723,0
51093273366,0
51204177468,0
50389099748,0
50269472727,1
51067087331,0
50899413217,0
50954739643,1
50954751398,0
50421443126,0
50421327916,0
49742541778,0
49935715421,0
49945044898,0
48094526611,0
47323990582,0
41308837510,0
51223294601,0
51007301045,0
51000547127,0
50741784031,0
50667597896,0
50866559997,0
50147949997,0
50043229561,0
49343022893,0
49338489777,0
49634552478,0
49550540912,0
49174869916,0
50852828197,1
50120805936,0
50104911826,0
47559383252,0
48844451127,0
48299152722,0
45320098055,0
38904212144,0
38771420134,0
43750347901,0
51116106956,0
51181831836,0
50979508911,0
50954908238,0
50785802938,0
50624408107,0
50490196162,0
50177984466,1
50369879521,0
49778035137,0
49418809837,0
48833763198,0
48660509496,0
48646757021,0
48623888833,0
51104423697,0
50814445277,0
49327702271,0
49593836706,0
49102811553,0
49092280157,0
48813561196,0
49047889268,0
48514050422,0
46580997254,0
47564728002,0
47220857722,0
47564727132,0
45732933265,0
45732928815,0
43508920865,0
44156982994,0
43065568470,0
50885480221,0
50226283731,0
49924019663,0
51197785713,0
51195729515,0
51178317642,0
51010653156,0
50992840228,0
50614058906,0
50343760861,0
49907106422,0
49656339883,0
50945830982,0
50903217701,0
50801678376,0
50723143712,0
50596915107,0
50188162813,0
50152219647,0
49160800513,0
49140808363,0
49589713816,0
49328526731,0
50952167608,0
49195977568,0
51012261195,0
50738642261,0
49577499361,0
50446115912,1
51051806661,0
51038135761,1
51133956766,0
50729774633,0
50862991027,0
50566937072,0
47598677721,1
42454401335,0
37198170040,0
50991799912,0
50978927631,0
50341083817,0
50410737351,1
50539078287,0
40854550413,0
46651251445,0
50778118163,0
50427523283,0
50991682681,1
26739170679,0
50096125197,0
50858110933,0
48447248286,0
45344070414,0
33255102873,0
49529515176,0
49524936616,0
50361636181,0
50467201756,1
49881889406,1
51092900070,0
51002562247,0
50947208773,0
50896614177,1
50863438383,0
50583375092,0
50678223403,0
50103787956,0
49942793402,0
50165660631,0
49597903281,0
49669110231,0
51007937920,0
51002460271,0
51096764975,0
50389726658,0
50336113248,0
50193367536,0
50150307796,0
50079157987,1
49498936406,0
49447360468,0
48449768977,1
48448141252,1
48350936136,0
46888749842,0
44780517310,0
46347323392,0
45074530034,0
50581736507,0
51197452572,0
51127173866,0
51127007186,0
51127222543,0
51015199241,0
50913730022,0
50713219097,0
50730864717,0
50394418363,0
50434306493,0
51101344805,0
51106136951,0
50953824471,0
50341338647,0
50144994153,0
51100953511,0
49288750553,0
49494342013,1
40747923933,0
46899380354,0
50122683517,0
49989238738,0
49322314948,0
49322314663,0
51122464981,1
39371737070,1
34051995054,0
50080947153,0
51188242904,0
50817123616,0
49840373358,0
49192730217,0
31512547637,0
41078453262,0
36065095424,0
26731666820,0
49854690301,0
49430259106,0
49846549021,0
49483552697,0
49482850128,0
49783691798,0
49760357991,0
49672699407,0
51014600820,0
50998864980,0
50642174076,0
50058729592,0
51222659810,0
51070625241,0
51070114377,0
51118587246,0
50893597481,0
50857515912,0
50763407156,0
50435484557,0
50495004308,0
50412801492,0
50408257863,0
50380626791,0
50375587508,0
50202808511,0
50237504727,0
50145420711,0
49838630921,0
49869971476,0
51097722374,0
50639335406,0
50605734062,0
49984214458,0
51059201651,0
51221630179,0
50632174843,0
50515412581,0
50417065997,0
49756714558,0
48989519517,0
48434030246,0
33859175468,0
46213580594,0
31786513297,0
31345838347,0
30340538058,0
43547086002,0
41493049245,0
42804104591,0
28562346748,0
50956723852,0
49545446648,0
50628517973,0
49830214957,0
49799736962,0
49904714223,0
49790922231,0
50601439007,0
49626817681,0
49626293443,0
49738468466,0
49918300612,0
49710630446,0
51218006718,0
49416075527,0
50866934706,0
49375553148,0
33992974538,0
49457440626,0
50971696961,0
50171234417,0
46968296802,0
31947430297,0
49445481436,0
50676649441,0
50810028052,0
48644847593,1
50978909731,0
51022454716,1
50782703171,0
50025899671,0
49869461948,0
34694702115,0
51220422663,0
51175382972,0
49580552496,0
50980777118,0
50733487128,0
51170220424,0
51055701013,0
36168212505,0
50366087123,0
50378077428,0
50111134048,0
49054049113,0
48682799417,0
48671556808,0
48474522512,0
31789306487,0
43344625431,0
39945782622,0
50300071143,0
49466642598,0
51202763462,0
51196698954,0
51149593255,0
50853445473,0
50724986162,0
50304131662,0
50163192282,0
50147000333,0
50085260432,0
49839589161,1
49822143422,0
50261539318,0
49853096042,0
51210844056,0
44439992194,0
50443449953,0
50402361676,0
49664160077,0
49023545263,0
49275901711,0
48940614121,0
48845087036,0
48327988367,0
48522405601,1
46037967735,0
32145655298,0
49317672998,0
50493245663,1
50254927211,1
49259132338,1
50896595143,0
50353764966,0
50000598701,0
50001420596,0
31780327768,0
48701865452,0
35962696535,0
31409855254,1
49777070053,0
49873763391,0
50996163553,0
50974559736,0
50341432307,0
50065300547,0
51120333468,0
50494307048,1
49786256907,0
50910759953,0
49268947563,0
49209223247,0
48436703371,0
48413860412,0
51189940756,1
51039575418,0
50554023436,1
50552329093,0
51040406832,0
51156283018,1
51155869371,0
50901136163,0
50516916243,0
50430247893,1
51219727965,0
51101629986,0
50281742687,1
50263102577,0
49898229486,0
49894203582,0
51043629032,0
48552592631,0
49188005102,0
49685357872,0
48225256702,0
48003402916,0
51146856585,1
51215063452,0
51208782229,1
51185288001,0
51175820406,1
49782656263,1
50703379142,0
50990666296,1
50323602798,0
49888815528,1
51061613262,0
50912827546,0
49259187782,1
50360865557,0
50302079721,0
40300213913,1
26548018835,0
24439979335,1
47529082402,0
33827384458,1
46683115405,0
26523952531,0
24298397253,0
22314661416,0
43764107064,1
45219324124,0
29720274445,1
26560324658,1
31211645530,1
51182533120,0
50011496948,1
50931675668,0
50381104102,0
51122042390,0
51032588347,0
40168730123,0
33258355278,1
38872530430,1
34833409411,0
51186866580,1
44655003990,0
51050706093,1
50628235237,1
24030475520,0
23304792076,0
49699136216,1
40227331282,0
8712970180,1
50757651226,0
50225117457,0
50684683723,0
51110282675,0
51179457800,0
49771499607,0
49733185882,0
24357689169,1
30194275144,1
45632446054,0
24914731810,1
42996487484,0
50078741358,0
51196069929,0
50355746762,0
48962247632,0
49442833643,0
36648069732,0
6815342741,0
49870327272,0
49699224691,0
40864257384,1
27567948282,0
14160634989,0
14160698310,1
50421277362,0
50731976578,0
50571083402,0
49060543248,0
48635801301,0
48015336732,0
49063187427,1
49012974812,0
48984648597,0
48055070151,0
16743081068,1
34123427542,0
20912432118,1
10046244084,1
35834532863,0
37988916344,0
32140620877,0
44873802605,0
26313163520,0
37532870136,0
39413609904,0
39442624791,0
27425655237,1
44066287744,1
37420432196,0
28070724004,1
38582609172,0
6775040902,0
36902751680,0
46145395301,0
37574384774,0
26465899702,0
15146561420,0
24854441276,0
46446336612,0
30158049220,0
18898145409,0
49906127182,0
49096291118,0
49807636216,0
49665331963,1
47962721141,0
33884674778,1
44822037485,0
28535214634,0
27365068532,0
50587723872,1
51036977518,0
50430587211,0
50408798837,0
50832096841,0
50025435908,0
49813639578,0
49792469368,0
49629268098,0
49619640872,0
49591413838,0
49545302621,0
49831051531,0
49816620496,0
49732471338,0
49487979953,0
49258187657,0
49212939457,0
49069282792,0
49033746317,0
49023886333,0
32241808007,0
46960019461,0
46818929272,0
45044949301,0
47413320761,0
45907437565,0
44685182410,0
44622431662,0
44622431572,0
44671942111,0
43933062501,0
46641794952,0
41829837670,0
39417569972,0
37376883172,0
36570808173,0
35685484664,0
33919347891,0
39019815482,0
35387990602,0
33002852020,0
30092693426,0
33160103765,0
26583391802,0
25586974104,0
19387445260,0
20053452662,0
16528053493,0
16344467667,0
50951726531,0
50029294317,0
51103185823,0
50288261852,1
48912354891,0
48830663747,0
48823981812,0
48652175677,0
48510102977,0
48501577077,0
50363893942,0
49340168963,0
48916600543,0
48285977981,0
48176480842,0
47088992164,0
48238725242,0
48193873222,0
48176504636,0
47496097211,0
44058008180,0
28506723518,0
28052534158,0
26509685887,0
38869563974,0
37628812860,0
36101186001,0
35833009360,0
35783584125,1
35417042471,0
32631395371,0
21192348098,0
19534672106,0
14442335184,1
8022693800,0
7466178410,0
7365355468,0
38680577204,0
33116582065,0
50494086923,0
48045532978,1
28158761437,0
38352795465,1
24810295337,0
36938137480,0
35034318231,0
32895582115,0
32335216112,0
30660098422,0
50215324528,0
50511266408,1
49039022641,1
42028162860,1
29945347238,0
27480097358,0
25924865607,0
25468296657,0
31770702411,0
50775832671,0
32558433727,0
33679486714,0
34469142726,0
48852046782,1
46766131335,1
50051896053,1
48786439312,0
50565313872,0
25727072777,1
23306186475,0
50774571746,1
49692997962,1
34617619610,0
38559142995,0
47068669602,1
39374094572,1
33486634314,0
16872375090,0
8116571232,0
6055215982,1
48039071111,0
33711932648,0
16989965092,0
33559504973,1
33884380108,1
50487220583,0
49514913443,0
26175070972,0
21875383018,0
30932726716,0
49356410247,0
41889493041,0
8492487890,0
7847232470,0
8198576276,0
8195693033,0
8034559925,1
7557404328,0
7733509720,0
50866668288,0
40391500590,0
25541455468,0
49175605842,0
44696901062,1
25963261326,1
48845747576,1
48978874741,1
51104943425,1
50754918842,1
49053190412,1
46106919785,1
13361335553,1
26304826396,0
17178386294,1
44134376585,0
51182737588,0
49973024908,1
49073671026,1
41480373094,1
36802959734,1
49039614718,1
50983009897,0
23846397781,0
50735085251,0
50525911398,1
49932284306,0
39878501743,1
30009334351,0
50712635678,1
50232906997,0
49788976212,1
49687667887,0
26642498658,1
9274691703,1
51096227603,0
48319142282,0
34695702093,0
35118748560,0
34279457224,0
33297666790,0
23263542303,0
29439190002,0
24304363700,0
23577950420,0
29763185677,0
41668729164,0
34850855850,0
21358905960,0
20047666678,0
30631356337,0
50724747718,1
46299143755,0
8571482035,0
48340802766,1
50693806386,1
20583695062,0
48633693521,0
49792853963,0
48700211333,1
46850118594,1
46693017804,0
33479557898,1
38679962572,0
49750058621,1
47720036872,0
40756999953,0
33281489718,0
34133438520,1
32273593100,1
51137253882,1
50124552292,1
48665874606,0
51189856840,0
51147712515,1
48985845766,1
48921553533,1
30814000475,0
28009841926,0
38155450804,0
18169642214,0
36589211725,1
27382688686,1
27466603286,0
15189674660,0
48003732018,1
32186026847,1
38890934412,1
21063186551,0
20829746342,0
48012520212,1
19286161782,1
42599303202,0
49612444741,1
32025192387,0
50429898893,0
32236940208,0
50430758722,1
20249058254,0
20818934896,1
20799637552,0
20527916565,1
19872883648,1
18779352530,0
18940717046,1
18070993970,0
49006577813,0
50013822262,0
40537112022,1
50978981138,0
49321100271,0
36188281222,0
35122555720,0
42648130604,0
40818217180,0
27587861847,0
41700658401,0
28281208719,0
38742025575,0
32978649814,0
35533208090,1
50941174662,1
50496199893,0
49093745166,0
50315931376,1
43897483261,0
37839903421,1
36198539675,1
51205404936,0
50343170562,0
6969591875,1
37390875414,0
29890539314,0
29389680783,0
30620238975,0
26312554756,1
17080490447,0
16090386459,1
14024648425,0
9406545317,1
9455743135,0
7171138217,0
7498713934,0
7498539156,1
51217284266,0
30880500817,1
50022484861,1
51054155831,1
6795579267,1
44744960375,0
49521716591,1
50623952002,1
14180137015,1
46838490975,1
9433806963,1
50635904761,1
50623113228,0
45159743365,0
51080176828,0
51080966022,1
51127534925,0
42634169264,0
30879286111,0
26708623901,0
50472215352,0
49200351566,1
31541639382,0
49636584523,1
48852401091,1
45259509505,1
44242778105,1
36557858746,1
50715903463,1
34690369874,1
24052559073,0
7708075872,1
5962339427,0
49882975366,1
49445540296,0
37987497672,0
28075815527,0
47943133643,1
47942887262,0
42342913282,0
43332099472,0
50202072517,0
50904698572,0
46924291832,1
49600699767,1
51128638220,1
49583015423,1
49769175812,1
49738588442,1
49742698121,0
51102895483,1
51100871731,1
51103223042,1
51096388306,1
51097044678,1
51096929753,1
51104923107,1
51102550481,1
51105173246,1
50674744391,1
51147651859,1
50439594773,1
50827179646,0
50639071673,1
49029155306,1
50697587448,1
31599728007,1
39298178155,1
37766626066,1
40714068732,0
39489607255,1
36743100922,0
35054880722,0
50697589048,1
51146191887,1
50943895972,1
50939369281,0
36397590972,1
34958404830,0
27576318264,0
12845622745,1
9327015025,1
6866123190,1
6941937543,1
6887692251,1
6579362985,0
49761684797,0
48061173666,0
46808058735,1
31641043567,0
32641342067,0
31134223407,1
40209855741,0
26338272058,1
51141810933,1
50422056106,0
50421895472,0
49900482233,0
45972273541,1
47224639822,1
46359837755,1
33398487908,1
43131426982,1
42395951224,1
49878298262,0
50742609473,1
50837949361,0
51005046213,0
51216357703,0
50815450047,0
50707824997,1
50571417887,1
50499214498,0
48182871636,0
40643327653,0
40764220543,0
45053483414,0
43963205000,0
31908959008,0
44473354275,0
44334732245,0
43811019494,1
44467412062,0
40872226630,0
50939733353,0
50707826297,0
50815474887,0
51176008268,0
32929227887,1
25379870268,0
27285550509,0
25050732578,0
36987234105,0
34658404840,0
31370165971,1
30457952260,0
33521823436,0
31513151321,0
30677401063,0
30397948700,0
23465822741,0
18427614164,0
17270645024,0
17201196891,0
43771244640,0
44674851905,0
51025221063,0
49595959953,0
49588334651,0
49061082052,1
49150973678,0
48655118831,1
48602489632,1
48170273807,0
48067264432,0
33850382098,0
40615346963,0
33285239448,0
49924951983,1
50981744667,0
48935867843,0
48904807521,1
40407369503,0
47294066661,1
47954255686,0
32575423727,1
47361550492,0
30466186348,0
38651116860,0
27959406108,0
41454786651,0
36964161306,0
35723577160,0
32773920630,0
31260112076,0
30615814500,1
30081137184,0
30339858080,1
29919915880,0
29796463292,1
28978244974,0
29291556695,1
21891113180,1
21223120169,1
48625482677,0
47954241703,0
49574345071,0
51022480451,0
49946021286,0
50445313756,1
49075154533,1
34621133834,0
15199730117,1
50569575711,0
49232545081,0
49740909018,1
50814588293,1
49424281217,0
34141276782,0
37713808164,1
13940126018,1
8205853953,0
6940686811,1
30094019838,0
9478595881,1
49555996661,1
48741060507,0
49911213181,0
50671017396,0
48591044187,0
50225106678,1
5941831693,1
48842307657,0
25564265968,0
25094165758,1
37774072065,1
50914678852,1
32766438728,1
50135913008,1
49847453908,1
49641181158,1
49348300103,1
46705527145,1
31491162257,0
43078312980,0
30903572588,1
9392375965,1
7362698860,1
50405075396,0
49260653528,0
39715476790,0
40880672931,0
49802396316,1
50427519748,0
50312291671,0
49845100093,0
47735763212,0
37750466325,0
50661446271,0
50908584133,0
50262741288,1
49716783871,0
50961308583,0
9666149014,1
50870958483,0
50791842046,1
50280735321,0
49920544498,0
49649156157,0
49311629258,0
50782270237,1
49679796058,0
49335218176,1
49232529251,0
49061190608,1
48753518946,1
33583241818,0
31530119188,0
46363524101,0
43321291151,0
28452339107,1
38932833581,0
36727265680,0
34179747781,1
51176008947,0
32321065547,1
28618229944,1
24929746583,1
31004635481,1
18854892554,0
18718421646,1
7937300796,0
7007537570,0
7293415898,0
6811989034,0
6830115849,0
50245498891,1
50898354988,0
48986483948,0
32841428117,0
40427026623,0
45674939034,1
46843912172,1
39949079573,0
46679318111,1
42741064961,0
27871672147,1
50938889348,0
51029120116,0
50869726702,1
50009982641,1
49687280453,1
49455842128,0
48055448366,1
45658571954,0
31793208068,0
42443447974,0
43199798871,1
48496912356,1
31685252408,0
29861532568,0
50639079053,1
51098218711,1
51096677364,1
51097190380,0
51097137375,1
39361923664,1
51098904393,1
51098889136,0
51100392206,0
44860037511,1
41764311245,1
25578997557,1
40267579800,0
25826112516,1
15275807556,1
49336863261,1
48449071536,1
27530168407,1
50133984348,1
50129722816,1
50148816597,1
51154551459,1
48836109697,1
48695037872,0
47751595771,0
47188370781,1
32246433127,1
40162043443,0
45237055365,1
45425281014,1
29974306328,0
51132859601,1
51133048858,0
50820169803,1
50771664596,1
50671591436,0
5864198482,1
47136881442,1
50976387493,1
51136045468,0
50148156312,0
50940606243,1
50238712621,1
49871420636,1
39446807075,0
35559480384,1
50014586403,1
47266168911,0
50814635348,1
23771171318,1
51121280856,1
33699868158,1
50955310143,0
49235462987,0
33531797638,0
51207499714,0
51127455001,0
51177755806,0
50497060967,0
50497060022,0
32123516128,0
43628793630,1
50686920063,0
50856534311,0
44341520560,1
28932771100,1
50783584707,1
50146086118,0
49931114576,0
48727129036,0
48599732797,0
48585745966,0
48585800607,0
50860910817,0
50860808856,0
50783480301,0
35188195722,0
31175599081,0
51020142193,0
50763417051,0
50642119033,0
50334538756,0
40592851353,0
50601137118,0
49989349917,0
49714043026,0
29870026637,0
29161516477,0
41039097882,0
38404311244,1
26222730269,0
31042736522,0
28342244282,0
27136000743,0
25807176710,0
21861060644,0
49607023552,0
49949671036,0
40455354430,1
49713480547,0
42349324005,1
26234246848,1
14757564867,1
12817093305,1
7805770976,0
7749558524,1
39845064330,1
38691205870,1
51107859009,0
46879032974,0
28531451287,0
51082254532,0
48644575393,0
50912565542,0
50548567471,0
49012881078,0
44096663610,0
40405113711,0
36893500766,0
34735471621,0
9622736322,0
7990641731,1
6950914098,0
6804855545,0
6205641787,0
48070341981,0
